Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,NY,2018,"11        ",Female,17,Right-Handed,65,40,63,2,"Rail (Train/Tram/Subway)",90,.0357,48,Dancing,1000,1000,1000,1000,500,800,26,"Same length",13,9,"Index finger",March,Fall,Yes,No,Pizza/Pasta,Water,History,5,3,2,"Yes - other","Myspace, Facebook, other social networking sites, or blog",10,20,20,3,5,4,1,0,35,35,24,0,0,3,"A lot","Graduate degree","Rhythm and blues (R&B)",Fly,Happy,"Doctor or nurse",Environment
USA,NY,2015,"6         ",Male,11,Ambidextrous,152,23,154,2,Bus,5,.504,45,Soccer,1000,1000,1000,1000,100,60,23,"Same length",.8,.9,"Ring finger",December,Winter,Yes,No,Meat,Tea,Art,9,6,5,"Yes - broadband connection","In person","150 ",180,35,5,5,24,36,10,10,0,10,8,7,24,,,,,,,
USA,NY,2020,"6         ",Female,11,Right-Handed,"5 ,2",12,Idk,1,"Rail (Train/Tram/Subway)",30,1.27,49,Gymnastics,15,56,0,60,34,100,13,"Left foot",6,6,"Same length",November,Spring,No,No,Desserts,Water,"Physical education",7,"9  ",3,"Yes - other","Cell phone",35,27,7,4,3,5,1,6,4,3,10,3,1,None,Some,"Undergraduate degree","Rap/Hip hop",Invisibility,Rich,Relative,"Arts, culture, sports"
USA,NY,2013,"12        ",Female,17,Left-Handed,145,20,146,1,Bus,30,0.413,,"Martial Arts",620,610,610,540,540,401,19,"Right foot",81,83,"Ring finger",March,Spring,Yes,No,"No favorite",Milk,English,6.5,8,4,"Yes - broadband connection",Telephone,0,1,1,1,32,8,1,0,7,.75,35,2,0,2,Some,"Graduate degree","Rock and roll",Fly,Healthy,Relative,Health
USA,NY,2018,"10        ",Female,15,Right-Handed,165.1,24.0,166.6,3,"Rail (Train/Tram/Subway)",35,.313,64,"Table Tennis",647,508,717,807,882,984,24.1,"Left foot",91,97,"Ring finger",December,Winter,No,No,Seafood,Water,"Mathematics and statistics",7,8,3,"Yes - broadband connection","Text messaging",30,40,5,1,16,1,1,15,12,5,27,5,0,1,"A lot","Some college",Pop,Telepathy,Happy,Relative,Health
USA,NY,2014,"7         ",Male,13,Right-Handed,,24,157,2,Bus,30,.719,37,"Football (American)",100,90,70,50,50,70,27,"Left foot",80,80,"Same length",January,Winter,Yes,No,Meat,"Powdered drink","Social studies",10,6,6,"Yes - broadband connection",Other,0,0,20,0,0,2,0,20,0,0,20,1,0,2,None,Other,"Heavy metal","Freeze time",Healthy,Other,Environment
USA,NY,2022,"7         ",Female,13,Left-Handed,169,245,170,2,Bus,5,0.356,39,Tennis,455,631,524,241,476,701,25.0,"Left foot",800,800,"Same length",June,Winter,No,No,"Rice/Noodle dishes",Juice,Art,8,10,2,"Yes - dial-up connection","Cell phone",34,45,67,55,42,53,,,,,,,,,Some,"Less than high school",Pop,"Freeze time",Rich,Other,Health
USA,NY,2019,"12        ",Male,17,Right-Handed,5''6,8.5,"5""8",2,"Rail (Train/Tram/Subway)",20,12,19,Basketball,90,0,0,0,0,1000,8.5,"Same length",2,3,"Ring finger",April,Summer,No,No,Breads/Sandwiches,Water,English,6,7,4,"Yes - other","In person",5,12,24/7,0,2,4,1,5,2,6,4,2,0,0,"A lot","Graduate degree","Rap/Hip hop",Invisibility,Healthy,"Sports person","International aid"
USA,NY,2019,"5         ",Male,10,Right-Handed,154,25,151,1,Bus,"30 mi",1,44,"Football (American)",1000,800,900,500,0,100,25,"Same length",85,75,"Index finger",July,Summer,No,No,Desserts,Other,Other,9,4,5,"Yes - other","Cell phone",2,2,6,1,6,7,3,28,15,1,36,4,0,0,Some,"Some college","Rap/Hip hop",Invisibility,Rich,"Sports person","Wildlife, animals"
USA,NY,2018,"12        ",Male,17,Right-Handed,180,28.25,70,1,Car,12,.472,53,Soccer,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2021,"8         ",Female,12,Right-Handed,152,25,155,1,"Rail (Train/Tram/Subway)",40,.394,40,Tennis,500,600,500,900,500,990,24,"Right foot",71,75,"Ring finger",May,Summer,No,No,Desserts,Water,"Mathematics and statistics",8,10,4,"Yes - broadband connection","Text messaging",16,61,,,,,,,,,,,,,Some,"Graduate degree",Pop,Telepathy,Happy,Relative,"Education/Youth development"
USA,NY,2022,"12        ",Male,17,Right-Handed,177,26,180,3,"Rail (Train/Tram/Subway)",20,0.323,36,Basketball,800,300,200,450,950,1000,26,"Same length",95,100,"Ring finger",October,Fall,No,No,"Rice/Noodle dishes",Water,"Social studies",5,9,4,"Yes - broadband connection","Text messaging",150,200,40,2,10,6,4,20,10,10,60,2,0,1,Some,"Graduate degree",Pop,Telepathy,Healthy,"Business person","Wildlife, animals"
USA,NY,2014,"6         ",Female,11,Right-Handed,47,10,146,2,Car,7,1.029,50,Soccer,1000,1000,1000,1000,0,0,10,"Same length",3,7,"Same length",September,Fall,Yes,Yes,Fruit,Water,English,9,3,3,"Yes - broadband connection","Text messaging",0,4,1,0,1,0,3,2,0,0,0,0,0,0,"Very little","Graduate degree","Rap/Hip hop",Invisibility,Happy,Friend,"Wildlife, animals"
USA,NY,2019,"12        ",Female,16,Right-Handed,,,,2,"Rail (Train/Tram/Subway)",40,0.347,37,Basketball,417,872,465,535,1000,1000,,"Right foot",,,"Ring finger",February,Fall,Yes,No,Meat,Juice,"Mathematics and statistics",7,7,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",100,100,1,10,15,1,15,0,15,15,50,10,10,40,Some,"Graduate degree",Pop,"Freeze time",Famous,"Musician or singer","Wildlife, animals"
USA,NY,2013,"8         ",Male,13,Right-Handed,171,28,170,2,Bus,20,0.281,27,"Football (American)",1000,872,759,604,1000,1000,27,"Right foot",72,80,"Ring finger",February,Winter,Yes,No,Meat,"Soft drink (caffeinated)",Science,6,11,5,"Yes - broadband connection",Other,30,30,5,0,3,7,0,54,0,1,56,0,0,8,Some,"Graduate degree","Rock and roll",Telepathy,Rich,Teacher,Environment
USA,NY,2021,"12        ",Female,17,Right-Handed,158,23,153,1,Bus,25,0.409,44,Cycling,813,492,701,610,513,658,22,"Right foot",6,6.2,"Ring finger",June,Fall,Yes,No,"Rice/Noodle dishes",Water,"Mathematics and statistics",,8,7,"Yes - broadband connection","Text messaging",20,20,0,3,10,"7 ",0,5,5,8,40,2,0,5,Some,"Graduate degree",Pop,"Freeze time",Happy,Relative,"Education/Youth development"
USA,NY,2019,"10        ",Male,15,Right-Handed,173,17,172,3,Car,10,0.647,,Athletics,1000,1000,1000,800,200,200,17,"Same length",76.4,73,"Index finger",May,Fall,No,No,Meat,Juice,Art,6,9,4,"Yes - other","Text messaging",90,90,10,1,18,1,2,10,10,10,40,10,0,20,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Happy,Actor,"Wildlife, animals"
USA,NY,2017,"11        ",Male,16,Ambidextrous,180,26,175,3,"Rail (Train/Tram/Subway)",15,0.255,42,Swimming,1000,1000,1000,1000,733,1000,27,"Left foot",75,80,"Ring finger",February,Summer,Yes,No,Meat,Water,Other,7,5,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",100,100,7,4,5,4,6,9,6,5,7,5,0,0,None,"Graduate degree","Rap/Hip hop","Super strength",Rich,Relative,"Education/Youth development"
USA,NY,2015,"6         ",Male,11,Left-Handed,161,27,150,1,Car,2,.37,42,Baseball/Softball,1000,595,840,770,16,16,29,"Left foot",90,87,"Index finger",December,Summer,No,No,Pizza/Pasta,"Soft drink (caffeinated)","Physical education",10,10,7,"Yes - broadband connection","Text messaging",8,3,5,5,1,5,10,5,2,4,3,6,0,0,"Very little","Graduate degree",Other,"Freeze time",Famous,"Sports person","Wildlife, animals"
USA,NY,2017,"6         ",Female,11,Right-Handed,4.10,22,105,2,Bus,10,0.385,64,Soccer,503,0,1000,0,1000,1000,24,"Left foot",70,70,"Same length",January,Fall,Yes,No,Meat,Water,"Physical education",11,"10 ",7,"Yes - other","In person",5,1,20,1,3,0,8,10,3,4,168,1,0,40,Some,"Graduate degree",Pop,Telepathy,Healthy,"Doctor or nurse","Arts, culture, sports"
USA,NY,2017,"6         ",Male,11,Right-Handed,143,22,,3,Bus,30,,,"Martial Arts",1000,1000,1000,1000,1000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2022,"12        ",Female,18,Right-Handed,163,24,166,3,"Rail (Train/Tram/Subway)",105,.737,,Walking/Hiking,839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2018,"11        ",Male,16,Right-Handed,64,25,65,2,"Rail (Train/Tram/Subway)",25,0.422,48,"Football (American)",503,0,0,786,500,1000,25,"Same length",100,90,"Index finger",May,Spring,Yes,No,Other,Water,History,3,3,2,"Yes - broadband connection","Cell phone",200,200,8,.5,0,0,0,0,0,6.5,1,1,0,0,None,"Graduate degree","Punk rock",Telepathy,Rich,Other,Health
USA,NY,2019,"10        ",Female,15,Right-Handed,168,10.5,169,1,"Rail (Train/Tram/Subway)",130,0.325,47,Swimming,1000,1000,1000,1000,7000,7000,10.5,"Same length",169,101.6,"Index finger",October,Fall,Yes,No,Desserts,Water,Art,5,10,6,"Yes - other","Internet chat or instant messaging",10,10,0,0,10,16,2,24,32,1,36,4,0,4,"A lot","Graduate degree",Techno/Electronic,Telepathy,Famous,Politician,"Education/Youth development"
USA,NY,2018,"11        ",Female,16,Right-Handed,166,26,170.8,1,Walk,5,0.508,37,Dancing,102,32,251,615,305,508,26,"Same length",9.6,10.4,"Ring finger",September,Fall,No,No,Poultry,Water,Other,8,5,5,"Yes - other","Text messaging",25,35,4,0,1,4,0,0,6,6,7,0,0,2,Some,"Graduate degree","Rap/Hip hop",Telepathy,Rich,Relative,Health
USA,NY,2023,"10        ",Male,15,Right-Handed,,,,2,"Rail (Train/Tram/Subway)",45,0.379,34,Basketball,765,836,349,877,950,1000,,,,,"Ring finger",October,Summer,No,No,Meat,Water,Music,5,9,4,"Yes - broadband connection","Internet chat or instant messaging",16,15,5,2,28,14,2,3,3,2,16,0,6,2,"A lot","High school",Classical,"Freeze time",Happy,Relative,"Wildlife, animals"
USA,NY,2021,"11        ",Female,17,Right-Handed,"172 ",23.5,174,23.5,"Rail (Train/Tram/Subway)",45,475,39,Dancing,631,1000,503,711,1000,1000,24,"Left foot",7.3,7.5,"Ring finger",March,Winter,No,No,Breads/Sandwiches,Coffee,Science,6,10,4,"Yes - broadband connection","In person",50,50,7,0.5,28," 2",29,0,10,8,50,6,0,8,"A lot","Graduate degree","Punk rock",Telepathy,Rich,Teacher,"International aid"
USA,NY,2018,"12        ",Female,17,Right-Handed,164,25,163,1,Car,20,.326,42,Basketball,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2016,"12        ",Female,16,Left-Handed,163,24,163,4,"Rail (Train/Tram/Subway)",150,.341,39,Dancing,800,800,500,600,1000,950,24,"Same length",91,95,"Ring finger",September,Fall,No,Yes,"Rice/Noodle dishes",Juice,Science,5,9,5,"Yes - other","Text messaging",30,30,14,3,21,48,18,0,10,20,20,5,0,10,"A lot","Graduate degree",Pop,Fly,Happy,"Religious figure",Religious
USA,NY,2017,"6         ",Male,11,Left-Handed,160,22,145,2,Car,13,0.23,66,Soccer,900,500,500,500,970,970,24,"Left foot",105,110,"Ring finger",July,Summer,No,No,Meat,Water,"Mathematics and statistics",-5,9,6,"Yes - other","Text messaging",1,1,"1 ",.09,"8 ",5,5,1,0,.33,1,"0 ",1,1,"A lot","Graduate degree",Pop,"Freeze time",Rich,"Sports person",Other
USA,NY,2016,"11        ",Male,16,Right-Handed,172,25,184,1,Bus,70,0,0,Swimming,750,750,500,600,750,100,25,"Same length",82,82,"Same length",February,Winter,No,No,Meat,Water,"Mathematics and statistics",4,8,4,"Yes - broadband connection","Internet chat or instant messaging",2,6,30,0,7,16,2,48,2,1,48,12,0,5,"Very little","Graduate degree",Other,"Freeze time",Happy,Relative,Health
USA,NY,2023,"10        ",Female,16,Right-Handed,154,,,2,"Rail (Train/Tram/Subway)",70,.296,47,Swimming,900,600,700,700,9000,1000,,,,,,May,Summer,Yes,No,Breads/Sandwiches,Water,"Physical education",4,8,4,"Yes - other","Internet chat or instant messaging",10,30,2,1,10,4,4,0,5,5,40,6,12,2,Some,"Graduate degree",Pop,Invisibility,Rich,"Musician or singer",Health
USA,NY,2020,"8         ",Female,14,Right-Handed,145,22,,1,Bus,10,0.478,34,None,600,500,550,500,400,650,23,"Left foot",6.2,6.3,"Ring finger",December,Winter,No,No,Pizza/Pasta,Juice,Art,7,10,4,"Yes - broadband connection","Internet chat or instant messaging",115,110,5,17,5,5,0,7,47,50,50,2,0,4,Some,"High school",Other,Invisibility,Happy,Friend,Health
USA,NY,2016,"6         ",Male,12,Right-Handed,150,20,150,1,Bicycle,10,.507,38,Other,500,500,800,1,1000,1000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2019,"5         ",Female,11,Ambidextrous,,21,,5,Bus,35,0.709,50,"Martial Arts",100,1000,1000,1000,100,10000,21,"Same length",7,8,"Ring finger",January,Summer,Yes,No,"No favorite",Tea,Music,11,12,8or9,"Yes - other","In person",0,0,2,2,9,8,2,Onwk," Onwk",2,2,9,24-7,2,Some,"Graduate degree","Rap/Hip hop",Telepathy,Happy,"Musician or singer","International aid"
USA,NY,2019,"12        ",Female,17,Right-Handed,167,26,172.3,1,"Rail (Train/Tram/Subway)",32,1.009,44,Dancing,984,952,964,1000,524,1000,27,"Left foot",140,90,"Index finger",June,Fall,Yes,No,"No favorite",Water,History,7,12,4,"Yes - other","Internet chat or instant messaging",7,29,35,1,20,10,10,0,15,5,35,5,0,10,Some,"Graduate degree",Pop,Telepathy,Rich,Relative,Environment
USA,NY,2015,"12        ",Male,17,Ambidextrous,175.3,27.7,175.3,2,Car,16,0.375,44,Basketball,674,230,374,422,348,358,24.7,"Right foot",76.2,82.6,"Ring finger",July,Summer,Yes,No,Vegetables,"Energy drink",Languages,4,9,5,"Yes - broadband connection","Text messaging",30,90,10,1,40,1,10,0,2,2,50,5,0,2,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Healthy,Friend,Health
USA,NY,2019,"10        ",Female,15,Right-Handed,168,24.5,168,1,Bus,45,0.386,65,Running/Jogging,1000,995,800,700,200,300,24.5,"Same length","8.4 ",8.2,"Index finger",December,Summer,Yes,No,"Rice/Noodle dishes",Water,Art,7,9,4,"Yes - broadband connection","Text messaging",45,63,20,13,9,10,10,0,25,15,15,9,0,5,"A lot","Undergraduate degree",,Telepathy,Famous,Relative,Environment
USA,NY,2023,"12        ",Female,18,Right-Handed,175,26,177,2,"Rail (Train/Tram/Subway)",30,.308,42,"Martial Arts",700,600,800,850,950,990,26,"Right foot",98,96,"Index finger",January,Spring,No,Yes,Fruit,Water,"Mathematics and statistics",6,8,3,"Yes - other","Text messaging",50,150,6,0,24,5,10,7,6,11,3,8,0,2,"A lot","Graduate degree","Rap/Hip hop","Freeze time",Healthy,Teacher,Other
USA,NY,2016,"12        ",Female,18,Right-Handed,154,22,155,2,"Rail (Train/Tram/Subway)",30,.759,60,Cycling,1000,1000,1000,1000,1000,1000,22,"Same length",80,84,"Ring finger",July,Fall,Yes,No,Pizza/Pasta,Water,History,7,12,3,"Yes - other","Text messaging",25,30,10,1,4,5,3,0,5,7,4,1,0,7,"Very little","Graduate degree",Techno/Electronic,Invisibility,Happy,Teacher,Health
USA,NY,2018,"10        ",Female,16,Right-Handed,164,23,161,3,"Rail (Train/Tram/Subway)",20,.411,32,Other,1000,1000,1000,1000,519,1000,23,"Same length",75,70,"Index finger",February,Fall,No,No,"Rice/Noodle dishes",Water,"Mathematics and statistics",7,9,5,"Yes - broadband connection","In person",100,100,5,1,20,35,3,0,14,7,40,0,6,3,"A lot","Graduate degree",Pop,Telepathy,Happy,Other,Health
USA,NY,2020,"8         ",Female,14,Right-Handed,160,23,157,1,Bus,10,.315,40,Dancing,987,754,807,749,770,775,23,"Same length",76,76,"Same length",November,Fall,Yes,No,Other,Water,English,6,10,4,"Yes - other","Text messaging",105,279,35,0,5,2,24,3,12,4,20,1,0,4,"Very little","Graduate degree",Other,Telepathy,Happy,Actor,"Wildlife, animals"
USA,NY,2016,"12        ",Male,20,Right-Handed,1.66,22,100,2,Car,7,0.409,42,"Martial Arts",999,500,899,1000,900,999,22,"Same length","7 ",8,"Ring finger",October,Summer,No,No,Meat,"Soft drink (caffeinated)",History,8,6,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",50,50,21,5,1,18,10,50,50,50,50,30,25,1,Some,"Graduate degree",Techno/Electronic,"Freeze time",Happy,Relative,Health
USA,NY,2019,"12        ",Female,17,Right-Handed,170,23,167,1,"Rail (Train/Tram/Subway)",45,0.28,44,Running/Jogging,900,800,900,700,1000,1000,22,"Same length",70,90,"Ring finger",May,Spring,No,No,Pizza/Pasta,Water,Art,5.5,8,4,"Yes - broadband connection","Text messaging",45,73,3,1,10,5,0,2,10,4,24,1,0,1,"A lot","Graduate degree",Pop,"Freeze time",Rich,Relative,Health
USA,NY,2023,"10        ",Female,15,Right-Handed,160,22,69,2,"Rail (Train/Tram/Subway)",35," 0.41",37,Swimming,850,775,914,856,449,674,22,"Same length",71,71,"Same length",October,Winter,Yes,No,"Rice/Noodle dishes",Milk,"Mathematics and statistics",6,9,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",150,500,4,0,35,10,10,0,25,25,35,8,0,10,"A lot","Graduate degree",Other,"Freeze time",Rich,Relative,Health
USA,NY,2019,"9         ",Male,14,Right-Handed,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2022,"7         ",Female,13,Ambidextrous,159,22.5,167,2,Walk,5,0.358,38,"Hockey (Ice)",578,476,636,540,583,775,22.5,"Same length",7.5,7.8,"Ring finger",April,Winter,No,No,Pizza/Pasta,Water,Other,8,10,5,"Yes - other","Text messaging",20,17,2,2,1,1,1,2,2,3,3,1,1,1,Some,"Graduate degree",Pop,Telepathy,Happy,Other,"Wildlife, animals"
USA,NY,2013,"8         ",Male,13,Right-Handed,175,27,170,1,Car,5,0.3,36,"Football (American)",781,738,326,187,21,610,27,"Same length",90,90,"Same length",March,Fall,No,No,Meat,"Sports drink","Physical education",10,10,5,"Yes - other","Text messaging",50,51,9,1,10,5,10,3,3,2,1,8,0,2,Some,"Graduate degree",Pop,Fly,Healthy,"Sports person",Health
USA,NY,2020,"8         ",Female,13,Right-Handed,173,24,157,1,Car,4,.365,31,"Table Tennis",800,652,299,294,600,668,24,"Same length",70,79,"Ring finger",August,Summer,No,No,Other,Milk,Art,7,12,4,"Yes - other","Cell phone",0,1,49,3,7,7,1,9,7,0,7,14,0,2,Some,"Undergraduate degree",Other,"Freeze time",Happy,Friend,"International aid"
USA,NY,2020,"12        ",Male,17,Right-Handed,82,26.5,181,1,"Rail (Train/Tram/Subway)",50,0.373,31,Soccer,845,449,663,754,134,786,27,"Left foot",75,80,"Ring finger",December,Fall,No,No,Fruit,Water,History,6.5,9,4,"Yes - broadband connection","In person",200,150,10,4,22,11,6,4,10,4,5,1,0,1,Some,"Graduate degree","Rap/Hip hop",Telepathy,Happy,Relative,"International aid"
USA,NY,2016,"12        ",Female,17,Right-Handed,167,21.75,166,2,"Rail (Train/Tram/Subway)",45,,30,Dancing,100,100,100,100,78,90,,,,,,,,,,,,,,,,,,,,4,5,10,0,.5,0,8,5,18,1,0,1,"A lot","High school",Reggae,Fly,Healthy,Actor,"Wildlife, animals"
USA,NY,2020,"12        ",Female,17,Right-Handed,162.7,23.3,169,2,Car,35,0.443,65,Other,,,,,,,23.5,"Same length",70,70,"Same length",March,Spring,No,No,Breads/Sandwiches,Water,Art,4,11,5,"Yes - dial-up connection","Text messaging",62,89,30,7,42,"10 ",5,0,0,3,140,4,0,14,"A lot",Other,Pop,Telepathy,Happy,Relative,Health
USA,NY,2019,"5         ",Male,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2017,"6         ",Male,11,Right-Handed,152,24,147,3,Bus,15,0.363,36,Basketball,,,,,,,23.5,"Right foot",800,900,"Ring finger",July,Summer,Yes,No,"No favorite",Water,Languages,8,9,4,"Yes - broadband connection","In person",20,70,15,1,15,6,6,5,4,1,7,5,0,0,Some,"Graduate degree","Rap/Hip hop",Fly,Rich,"Sports person","Education/Youth development"
USA,NY,2016,"12        ",Female,20,Right-Handed,172,26,170,2,Car,20,1.620,46,None,1000,1000,1000,1000,10,100,26,"Same length",101.6,100.9,"Index finger",March,Summer,No,No,Pizza/Pasta,Water,Art,8,9,4,"Yes - broadband connection","Text messaging",40,40,,,1,,,,5,,,5,40,,Some,"Graduate degree",Other,Telepathy,Healthy,Relative,"Wildlife, animals"
USA,NY,2020,"6         ",Female,12,Right-Handed,146,21,148,1,Bus,25,0.546,47,Lacrosse,850,225,545,300,825,800,21,"Same length",70,70,"Same length",November,Fall,No,No,Salads,Water,"Social studies",8.5,10,5,"Yes - broadband connection","Text messaging",6,7,10,0,5,5,15.5,1.5,0,1,15,9,1.5,1.5,Some,"Graduate degree",Pop,Fly,Happy,Relative,"International aid"
USA,NY,2015,"7         ",Female,12,Right-Handed,170.,20.,156.,1,Car,3,.754,29,Skateboarding/Rollerblading,600,400,300,400,200,1000,"20 ","Left foot",110,102.5,"Index finger",September,Winter,No,No,"Rice/Noodle dishes","Soft drink (caffeinated)",Art,4,3,5,"Yes - broadband connection","Internet chat or instant messaging",94,92,1,25,1,5,0,4,9,27,40,1,0,1,Some,"High school","Punk rock","Freeze time",Happy,Friend,"Wildlife, animals"
USA,NY,2018,"12        ",Male,16,Right-Handed,168,27,174,1,Car,15,.35,37,Lacrosse,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2023,"12        ",Female,17,Right-Handed,157,26,155,1,Car,15,.415,37,Athletics,652,652,818,594,749,909,26,"Same length",80,80,"Same length",January,Fall,No,No,Fruit,Water,Science,6,8,4,"Yes - other",,22,27,46,23,100,140,10,0,150,120,120,50,30,0,"A lot","Graduate degree",Pop,Telepathy,Happy,Teacher,Environment
USA,NY,2023,"12        ",Male,17,Right-Handed,180,25,178,2,Walk,15,0.299,40,Soccer,400,200,200,200,900,1000,24,"Right foot",800,820,"Ring finger",July,Summer,No,No,Pizza/Pasta,Water,"Social studies",7,9,3,"Yes - other","In person",148,181,20,1,15,8,5,3,7,3,7,2,0,2,Some,"Graduate degree",Country,"Freeze time",Happy,Relative,"International aid"
USA,NY,2015,"12        ",Female,17,Right-Handed,158,23,157,2,"Rail (Train/Tram/Subway)",20,0.415,36,Tennis,845,845,845,845,845,845,25,"Left foot",89,93,"Ring finger",June,Fall,Yes,No,Desserts,Coffee,"Mathematics and statistics",7,6,5,"Yes - broadband connection","Internet chat or instant messaging",15,10,4,1,4,5,2,3,5,3,4,3,0,1,Some,"High school",Pop,Invisibility,Happy,Teacher,Health
USA,NY,2016,"12        ",Female,16,Right-Handed,160,21,149,1,"Rail (Train/Tram/Subway)",55,,,Athletics,1000,950,900,1000,500,500,21,"Same length",72,65,"Index finger",May,Summer,Yes,Yes,Desserts,Water,Art,6,10,4,"Yes - broadband connection","In person",30,30,36,.5,25,21,2.5,0,0,10,23,2,5,7,"A lot","Graduate degree","Rap/Hip hop","Freeze time",Happy,Relative,Environment
USA,NY,2014,"12        ",Female,17,Right-Handed,174,24,182,2,Bus,5,0.425,41,Baseball/Softball,487,647,385,364,139,508,24,,7.5,7.3,"Index finger",July,Spring,Yes,No,Soups,Water,"Social studies",6,9,2,"Yes - other","In person",35,30,20,1,7,1,2,0,6,2,8,5,16,4,Some,"Graduate degree","Punk rock",Invisibility,Happy,Friend,Religious
USA,NY,2022,"12        ",Female,18,Right-Handed,172.5,24.3,173.2,4,"Rail (Train/Tram/Subway)",60,0.491,34,Swimming,1000,900,800,1000,600,700,24.3,"Same length",101,103,"Ring finger",January,Spring,No,No,Desserts,Water,Art,6,7,4,"Yes - broadband connection","In person",91,107,15,3,12,6,9,5,20,3,0,10,0,3,Some,"Graduate degree",Pop,Telepathy,Happy,Relative,"Wildlife, animals"
USA,NY,2014,"12        ",Female,17,Right-Handed,167,25,167,1,Bus,40,.448,50,Other,700,1000,900,700,1000,1000,25,"Same length",74,73,"Index finger",September,Fall,Yes,Yes,Pizza/Pasta,Water,Music,6,10,5,"Yes - broadband connection","Cell phone",25,25,7,1,12,14,0,0,7,7,5,4,0,4,"A lot","Graduate degree",Pop,Fly,Happy,Other,"Education/Youth development"
USA,NY,2016,"6         ",,,,,,,,,,,,,1000,1000,45,136,45,500,60,"Same length",150,65,"Index finger",February,Summer,Yes,No,Meat,Water,Science,8,8,3,"Yes - other","Text messaging",2,1,3,1,2,6,3,5,,,,,,,,,,,,,
USA,NY,2019,"12        ",Female,16,Ambidextrous,160,20,56,3,Car,10,.677,38,Other,800,685,976,978,432,678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2021,"12        ",Male,18,Right-Handed,174,26,172,2,"Rail (Train/Tram/Subway)",20,0.499,44,Walking/Hiking,1000,914,754,904,781,1000,25,"Right foot",70,80,"Ring finger",February,Fall,Yes,No,Pizza/Pasta,Water,Science,6,10,4,"Yes - broadband connection",,15,10,1,1,4,2,1,3,5,2,6,1,0,3,Some,"Graduate degree","Rap/Hip hop","Freeze time",Rich,"Musician or singer",Environment
USA,NY,2011,"12        ",Female,16,Right-Handed,164,241,172,2,Bus,5,0.297,23,None,551,668,610,,658,722,241,"Same length",86,89,"Ring finger",March,Fall,No,No,Other,Water,"Mathematics and statistics",5,12,4,"Yes - broadband connection","Internet chat or instant messaging",50,50,7,4,21,1,2,1,10,10,21,1,1,1,"A lot","Graduate degree",Other,"Freeze time",Rich,Other,Environment
USA,NY,2022,"10        ",Female,15,Right-Handed,176,29,174,2,"Rail (Train/Tram/Subway)",50,.309,35,"Martial Arts",900,900,900,900,900,900,29,"Same length",76,77,"Ring finger",August,Summer,No,No,Fruit,Water,Science,7,9,3,"Yes - broadband connection","Internet chat or instant messaging",50,50,5,3,15,3,15,2,10,4,40,5,0,2,Some,"Undergraduate degree",Pop,Telepathy,Healthy,"Doctor or nurse",Health
